category,name,original_name,unit,period,value
Greenhouse Gas Emission,Anaerobic Wastewater: Average of flow,Anaerobic Wastewater: Average of flow,m3/day,Jun,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Enter anaerobic zone),"Anaerobic Wastewater: COD (Enter anaerobic zone)/ 
Nhu cầu Oxi để oxi hóa",mg COD/l,Jun,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Exit anaerobic zone),Anaerobic Wastewater: COD (Exit anaerobic zone),mg COD/l,Jun,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: Summary,Anaerobic Wastewater: Summary,kg CH4,Jun,0.0
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor (DV),Coal Gas CO2 Conversion factor (DV),kgCO2/Mcal,Jun,0.619
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor(YB),Coal Gas CO2 Conversion factor(YB),kgCO2/Mcal,Jun,0.0
Greenhouse Gas Emission,Total Coal Gas CO2 Conversion factor,Total Coal Gas CO2 Conversion factor,kgCO2/Mcal,Jun,0.619
Greenhouse Gas Emission,Total GHG Scope1-Coal (DV),Total GHG Scope1-Coal (DV),Ton CO2,Jun,9689.261
Greenhouse Gas Emission,Total GHG Scope1-Coal (YB),Total GHG Scope1-Coal (YB),Ton CO2,Jun,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal,Total GHG Scope1-Coal,Ton CO2,Jun,9689.261
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (DV),Total GHG Scope1-Coal Gas (DV),Ton CO2,Jun,11002.203
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (YB),Total GHG Scope1-Coal Gas (YB),Ton CO2,Jun,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas,Total GHG Scope1-Coal Gas,Ton CO2,Jun,11002.203
Greenhouse Gas Emission,Total GHG Scope2 (DV),Total GHG Scope2 (DV),Ton CO2,Jun,1863.035
Greenhouse Gas Emission,Total GHG Scope2 (YB),Total GHG Scope2 (YB),Ton CO2,Jun,0.0
Greenhouse Gas Emission,Total GHG Scope2,Total GHG Scope2,Ton CO2,Jun,1863.035
Greenhouse Gas Emission,Specific GHG Scope1-Coal (DV),Specific GHG Scope1-Coal (DV),kgCO2/ton,Jun,590.52
Greenhouse Gas Emission,Specific GHG Scope1-Coal (YB),Specific GHG Scope1-Coal (YB),kgCO2/ton,Jun,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal,Specific GHG Scope1-Coal,kgCO2/ton,Jun,590.52
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (DV),Specific GHG Scope1-Coal Gas (DV),kgCO2/ton,Jun,670.538
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (YB),Specific GHG Scope1-Coal Gas (YB),kgCO2/ton,Jun,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas,Specific GHG Scope1-Coal Gas,kgCO2/ton,Jun,670.538
Greenhouse Gas Emission,Specific GHG Scope2 (DV),Specific GHG Scope2 (DV),kgCO2/ton,Jun,113.544
Greenhouse Gas Emission,Specific GHG Scope2 (YB),Specific GHG Scope2 (YB),kgCO2/ton,Jun,0.0
Greenhouse Gas Emission,Specific GHG Scope2,Specific GHG Scope2,kgCO2/ton,Jun,113.544
Greenhouse Gas Emission,Conversion Factor, Conversion Factor,Heat unit to GJ (Energy),Jun,19.249
Greenhouse Gas Emission,Coal/ Than,Coal/ Than,nan,Jun,0.0
Greenhouse Gas Emission,Lignite/Than non,Lignite/Than non,GJ/Ton,Jun,0.0
Greenhouse Gas Emission,Natural Gas,Natural Gas,GJ/MMBTU,Jun,0.0
Greenhouse Gas Emission,Co-generation (Heat),Co-generation (Heat),GJ/MMBTU,Jun,0.0
Greenhouse Gas Emission,LPG (Station),LPG (Station),GJ/kg,Jun,0.0
Greenhouse Gas Emission,LPG (Mobile),LPG (Mobile),nan,Jun,0.0
Greenhouse Gas Emission,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,GJ/Litre,Jun,0.0
Greenhouse Gas Emission,Diesel oil (Mobile),Diesel oil (Mobile),GJ/Litre,Jun,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station),nan,Jun,0.0
Greenhouse Gas Emission,Gasoline,Gasoline,GJ/Litre,Jun,0.0
Greenhouse Gas Emission,Steam,Steam,GJ/Ton,Jun,0.0
Greenhouse Gas Emission,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),GJ/kg,Jun,0.0
Greenhouse Gas Emission,Electricity,Electricity,GJ/MWh,Jun,0.0
Greenhouse Gas Emission,Co-generation (Power),Co-generation (Power),GJ/MWh,Jun,0.0
Greenhouse Gas Emission,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),GJ/MWh,Jun,0.0
Greenhouse Gas Emission,Acetylene,Acetylene,nan,Jun,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process),nan,Jun,0.0
Greenhouse Gas Emission,Average Flow of Anaerobic Wastewater,Average Flow of Anaerobic Wastewater,nan,Jun,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station)/ Dầu cho máy phát điện,Litre,Jul,2000.0
Greenhouse Gas Emission,Acetylene (Station),Acetylene (Station)/ Khí axetilen cho máy Oxi Axetilen,kg,Jul,0.0
Greenhouse Gas Emission,LPG for Welding (Station),LPG for Welding (Station)/ Gas cho máy cắt Oxi Axetilen (hàn),kg,Jul,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process)/ Bột CaCO3,ton,Jul,2501.265
Greenhouse Gas Emission,Anaerobic Wastewater: Average of flow,Anaerobic Wastewater: Average of flow,m3/day,Jul,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Enter anaerobic zone),"Anaerobic Wastewater: COD (Enter anaerobic zone)/ 
Nhu cầu Oxi để oxi hóa",mg COD/l,Jul,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Exit anaerobic zone),Anaerobic Wastewater: COD (Exit anaerobic zone),mg COD/l,Jul,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: Summary,Anaerobic Wastewater: Summary,kg CH4,Jul,0.0
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor (DV),Coal Gas CO2 Conversion factor (DV),kgCO2/Mcal,Jul,0.618
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor(YB),Coal Gas CO2 Conversion factor(YB),kgCO2/Mcal,Jul,0.0
Greenhouse Gas Emission,Total Coal Gas CO2 Conversion factor,Total Coal Gas CO2 Conversion factor,kgCO2/Mcal,Jul,0.618
Greenhouse Gas Emission,Total GHG Scope1-Coal (DV),Total GHG Scope1-Coal (DV),Ton CO2,Jul,10927.69
Greenhouse Gas Emission,Total GHG Scope1-Coal (YB),Total GHG Scope1-Coal (YB),Ton CO2,Jul,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal,Total GHG Scope1-Coal,Ton CO2,Jul,10927.69
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (DV),Total GHG Scope1-Coal Gas (DV),Ton CO2,Jul,12430.279
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (YB),Total GHG Scope1-Coal Gas (YB),Ton CO2,Jul,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas,Total GHG Scope1-Coal Gas,Ton CO2,Jul,12430.279
Greenhouse Gas Emission,Total GHG Scope2 (DV),Total GHG Scope2 (DV),Ton CO2,Jul,2019.398
Greenhouse Gas Emission,Total GHG Scope2 (YB),Total GHG Scope2 (YB),Ton CO2,Jul,0.0
Greenhouse Gas Emission,Total GHG Scope2,Total GHG Scope2,Ton CO2,Jul,2019.398
Greenhouse Gas Emission,Specific GHG Scope1-Coal (DV),Specific GHG Scope1-Coal (DV),kgCO2/ton,Jul,592.148
Greenhouse Gas Emission,Specific GHG Scope1-Coal (YB),Specific GHG Scope1-Coal (YB),kgCO2/ton,Jul,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal,Specific GHG Scope1-Coal,kgCO2/ton,Jul,592.148
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (DV),Specific GHG Scope1-Coal Gas (DV),kgCO2/ton,Jul,673.57
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (YB),Specific GHG Scope1-Coal Gas (YB),kgCO2/ton,Jul,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas,Specific GHG Scope1-Coal Gas,kgCO2/ton,Jul,673.57
Greenhouse Gas Emission,Specific GHG Scope2 (DV),Specific GHG Scope2 (DV),kgCO2/ton,Jul,109.427
Greenhouse Gas Emission,Specific GHG Scope2 (YB),Specific GHG Scope2 (YB),kgCO2/ton,Jul,0.0
Greenhouse Gas Emission,Specific GHG Scope2,Specific GHG Scope2,kgCO2/ton,Jul,109.427
Greenhouse Gas Emission,Conversion Factor, Conversion Factor,Heat unit to GJ (Energy),Jul,0.0
Greenhouse Gas Emission,Coal/ Than,Coal/ Than,nan,Jul,0.0
Greenhouse Gas Emission,Lignite/Than non,Lignite/Than non,GJ/Ton,Jul,0.0
Greenhouse Gas Emission,Natural Gas,Natural Gas,GJ/MMBTU,Jul,0.0
Greenhouse Gas Emission,Co-generation (Heat),Co-generation (Heat),GJ/MMBTU,Jul,0.0
Greenhouse Gas Emission,LPG (Station),LPG (Station),GJ/kg,Jul,0.0
Greenhouse Gas Emission,LPG (Mobile),LPG (Mobile),nan,Jul,0.0
Greenhouse Gas Emission,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,GJ/Litre,Jul,0.0
Greenhouse Gas Emission,Diesel oil (Mobile),Diesel oil (Mobile),GJ/Litre,Jul,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station),nan,Jul,0.0
Greenhouse Gas Emission,Gasoline,Gasoline,GJ/Litre,Jul,0.0
Greenhouse Gas Emission,Steam,Steam,GJ/Ton,Jul,0.0
Greenhouse Gas Emission,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),GJ/kg,Jul,0.0
Greenhouse Gas Emission,Electricity,Electricity,GJ/MWh,Jul,0.0
Greenhouse Gas Emission,Co-generation (Power),Co-generation (Power),GJ/MWh,Jul,0.0
Greenhouse Gas Emission,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),GJ/MWh,Jul,0.0
Greenhouse Gas Emission,Acetylene,Acetylene,nan,Jul,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process),nan,Jul,0.0
Greenhouse Gas Emission,Average Flow of Anaerobic Wastewater,Average Flow of Anaerobic Wastewater,nan,Jul,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station)/ Dầu cho máy phát điện,Litre,Aug,0.0
Greenhouse Gas Emission,Acetylene (Station),Acetylene (Station)/ Khí axetilen cho máy Oxi Axetilen,kg,Aug,0.0
Greenhouse Gas Emission,LPG for Welding (Station),LPG for Welding (Station)/ Gas cho máy cắt Oxi Axetilen (hàn),kg,Aug,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process)/ Bột CaCO3,ton,Aug,2094.69
Greenhouse Gas Emission,Anaerobic Wastewater: Average of flow,Anaerobic Wastewater: Average of flow,m3/day,Aug,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Enter anaerobic zone),"Anaerobic Wastewater: COD (Enter anaerobic zone)/ 
Nhu cầu Oxi để oxi hóa",mg COD/l,Aug,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Exit anaerobic zone),Anaerobic Wastewater: COD (Exit anaerobic zone),mg COD/l,Aug,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: Summary,Anaerobic Wastewater: Summary,kg CH4,Aug,0.0
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor (DV),Coal Gas CO2 Conversion factor (DV),kgCO2/Mcal,Aug,0.602
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor(YB),Coal Gas CO2 Conversion factor(YB),kgCO2/Mcal,Aug,0.0
Greenhouse Gas Emission,Total Coal Gas CO2 Conversion factor,Total Coal Gas CO2 Conversion factor,kgCO2/Mcal,Aug,0.602
Greenhouse Gas Emission,Total GHG Scope1-Coal (DV),Total GHG Scope1-Coal (DV),Ton CO2,Aug,9536.983
Greenhouse Gas Emission,Total GHG Scope1-Coal (YB),Total GHG Scope1-Coal (YB),Ton CO2,Aug,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal,Total GHG Scope1-Coal,Ton CO2,Aug,9536.983
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (DV),Total GHG Scope1-Coal Gas (DV),Ton CO2,Aug,10721.683
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (YB),Total GHG Scope1-Coal Gas (YB),Ton CO2,Aug,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas,Total GHG Scope1-Coal Gas,Ton CO2,Aug,10721.683
Greenhouse Gas Emission,Total GHG Scope2 (DV),Total GHG Scope2 (DV),Ton CO2,Aug,1743.068
Greenhouse Gas Emission,Total GHG Scope2 (YB),Total GHG Scope2 (YB),Ton CO2,Aug,0.0
Greenhouse Gas Emission,Total GHG Scope2,Total GHG Scope2,Ton CO2,Aug,1743.068
Greenhouse Gas Emission,Specific GHG Scope1-Coal (DV),Specific GHG Scope1-Coal (DV),kgCO2/ton,Aug,589.444
Greenhouse Gas Emission,Specific GHG Scope1-Coal (YB),Specific GHG Scope1-Coal (YB),kgCO2/ton,Aug,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal,Specific GHG Scope1-Coal,kgCO2/ton,Aug,589.444
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (DV),Specific GHG Scope1-Coal Gas (DV),kgCO2/ton,Aug,662.665
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (YB),Specific GHG Scope1-Coal Gas (YB),kgCO2/ton,Aug,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas,Specific GHG Scope1-Coal Gas,kgCO2/ton,Aug,662.665
Greenhouse Gas Emission,Specific GHG Scope2 (DV),Specific GHG Scope2 (DV),kgCO2/ton,Aug,107.732
Greenhouse Gas Emission,Specific GHG Scope2 (YB),Specific GHG Scope2 (YB),kgCO2/ton,Aug,0.0
Greenhouse Gas Emission,Specific GHG Scope2,Specific GHG Scope2,kgCO2/ton,Aug,107.732
Greenhouse Gas Emission,Conversion Factor, Conversion Factor,Heat unit to GJ (Energy),Aug,0.0
Greenhouse Gas Emission,Coal/ Than,Coal/ Than,nan,Aug,0.0
Greenhouse Gas Emission,Lignite/Than non,Lignite/Than non,GJ/Ton,Aug,0.0
Greenhouse Gas Emission,Natural Gas,Natural Gas,GJ/MMBTU,Aug,0.0
Greenhouse Gas Emission,Co-generation (Heat),Co-generation (Heat),GJ/MMBTU,Aug,0.0
Greenhouse Gas Emission,LPG (Station),LPG (Station),GJ/kg,Aug,0.0
Greenhouse Gas Emission,LPG (Mobile),LPG (Mobile),nan,Aug,0.0
Greenhouse Gas Emission,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,GJ/Litre,Aug,0.0
Greenhouse Gas Emission,Diesel oil (Mobile),Diesel oil (Mobile),GJ/Litre,Aug,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station),nan,Aug,0.0
Greenhouse Gas Emission,Gasoline,Gasoline,GJ/Litre,Aug,0.0
Greenhouse Gas Emission,Steam,Steam,GJ/Ton,Aug,0.0
Greenhouse Gas Emission,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),GJ/kg,Aug,0.0
Greenhouse Gas Emission,Electricity,Electricity,GJ/MWh,Aug,0.0
Greenhouse Gas Emission,Co-generation (Power),Co-generation (Power),GJ/MWh,Aug,0.0
Greenhouse Gas Emission,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),GJ/MWh,Aug,0.0
Greenhouse Gas Emission,Acetylene,Acetylene,nan,Aug,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process),nan,Aug,0.0
Greenhouse Gas Emission,Average Flow of Anaerobic Wastewater,Average Flow of Anaerobic Wastewater,nan,Aug,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station)/ Dầu cho máy phát điện,Litre,Sep,4000.0
Greenhouse Gas Emission,Acetylene (Station),Acetylene (Station)/ Khí axetilen cho máy Oxi Axetilen,kg,Sep,0.0
Greenhouse Gas Emission,LPG for Welding (Station),LPG for Welding (Station)/ Gas cho máy cắt Oxi Axetilen (hàn),kg,Sep,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process)/ Bột CaCO3,ton,Sep,1523.34
Greenhouse Gas Emission,Anaerobic Wastewater: Average of flow,Anaerobic Wastewater: Average of flow,m3/day,Sep,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Enter anaerobic zone),"Anaerobic Wastewater: COD (Enter anaerobic zone)/ 
Nhu cầu Oxi để oxi hóa",mg COD/l,Sep,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Exit anaerobic zone),Anaerobic Wastewater: COD (Exit anaerobic zone),mg COD/l,Sep,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: Summary,Anaerobic Wastewater: Summary,kg CH4,Sep,0.0
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor (DV),Coal Gas CO2 Conversion factor (DV),kgCO2/Mcal,Sep,0.58
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor(YB),Coal Gas CO2 Conversion factor(YB),kgCO2/Mcal,Sep,0.0
Greenhouse Gas Emission,Total Coal Gas CO2 Conversion factor,Total Coal Gas CO2 Conversion factor,kgCO2/Mcal,Sep,0.58
Greenhouse Gas Emission,Total GHG Scope1-Coal (DV),Total GHG Scope1-Coal (DV),Ton CO2,Sep,7218.232
Greenhouse Gas Emission,Total GHG Scope1-Coal (YB),Total GHG Scope1-Coal (YB),Ton CO2,Sep,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal,Total GHG Scope1-Coal,Ton CO2,Sep,7218.232
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (DV),Total GHG Scope1-Coal Gas (DV),Ton CO2,Sep,8262.22
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (YB),Total GHG Scope1-Coal Gas (YB),Ton CO2,Sep,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas,Total GHG Scope1-Coal Gas,Ton CO2,Sep,8262.22
Greenhouse Gas Emission,Total GHG Scope2 (DV),Total GHG Scope2 (DV),Ton CO2,Sep,1410.082
Greenhouse Gas Emission,Total GHG Scope2 (YB),Total GHG Scope2 (YB),Ton CO2,Sep,0.0
Greenhouse Gas Emission,Total GHG Scope2,Total GHG Scope2,Ton CO2,Sep,1410.082
Greenhouse Gas Emission,Specific GHG Scope1-Coal (DV),Specific GHG Scope1-Coal (DV),kgCO2/ton,Sep,594.741
Greenhouse Gas Emission,Specific GHG Scope1-Coal (YB),Specific GHG Scope1-Coal (YB),kgCO2/ton,Sep,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal,Specific GHG Scope1-Coal,kgCO2/ton,Sep,594.741
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (DV),Specific GHG Scope1-Coal Gas (DV),kgCO2/ton,Sep,680.76
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (YB),Specific GHG Scope1-Coal Gas (YB),kgCO2/ton,Sep,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas,Specific GHG Scope1-Coal Gas,kgCO2/ton,Sep,680.76
Greenhouse Gas Emission,Specific GHG Scope2 (DV),Specific GHG Scope2 (DV),kgCO2/ton,Sep,116.183
Greenhouse Gas Emission,Specific GHG Scope2 (YB),Specific GHG Scope2 (YB),kgCO2/ton,Sep,0.0
Greenhouse Gas Emission,Specific GHG Scope2,Specific GHG Scope2,kgCO2/ton,Sep,116.183
Greenhouse Gas Emission,Conversion Factor, Conversion Factor,Heat unit to GJ (Energy),Sep,0.0
Greenhouse Gas Emission,Coal/ Than,Coal/ Than,nan,Sep,0.0
Greenhouse Gas Emission,Lignite/Than non,Lignite/Than non,GJ/Ton,Sep,0.0
Greenhouse Gas Emission,Natural Gas,Natural Gas,GJ/MMBTU,Sep,0.0
Greenhouse Gas Emission,Co-generation (Heat),Co-generation (Heat),GJ/MMBTU,Sep,0.0
Greenhouse Gas Emission,LPG (Station),LPG (Station),GJ/kg,Sep,0.0
Greenhouse Gas Emission,LPG (Mobile),LPG (Mobile),nan,Sep,0.0
Greenhouse Gas Emission,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,GJ/Litre,Sep,0.0
Greenhouse Gas Emission,Diesel oil (Mobile),Diesel oil (Mobile),GJ/Litre,Sep,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station),nan,Sep,0.0
Greenhouse Gas Emission,Gasoline,Gasoline,GJ/Litre,Sep,0.0
Greenhouse Gas Emission,Steam,Steam,GJ/Ton,Sep,0.0
Greenhouse Gas Emission,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),GJ/kg,Sep,0.0
Greenhouse Gas Emission,Electricity,Electricity,GJ/MWh,Sep,0.0
Greenhouse Gas Emission,Co-generation (Power),Co-generation (Power),GJ/MWh,Sep,0.0
Greenhouse Gas Emission,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),GJ/MWh,Sep,0.0
Greenhouse Gas Emission,Acetylene,Acetylene,nan,Sep,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process),nan,Sep,0.0
Greenhouse Gas Emission,Average Flow of Anaerobic Wastewater,Average Flow of Anaerobic Wastewater,nan,Sep,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station)/ Dầu cho máy phát điện,Litre,Oct,0.0
Greenhouse Gas Emission,Acetylene (Station),Acetylene (Station)/ Khí axetilen cho máy Oxi Axetilen,kg,Oct,0.0
Greenhouse Gas Emission,LPG for Welding (Station),LPG for Welding (Station)/ Gas cho máy cắt Oxi Axetilen (hàn),kg,Oct,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process)/ Bột CaCO3,ton,Oct,1624.155
Greenhouse Gas Emission,Anaerobic Wastewater: Average of flow,Anaerobic Wastewater: Average of flow,m3/day,Oct,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Enter anaerobic zone),"Anaerobic Wastewater: COD (Enter anaerobic zone)/ 
Nhu cầu Oxi để oxi hóa",mg COD/l,Oct,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: COD (Exit anaerobic zone),Anaerobic Wastewater: COD (Exit anaerobic zone),mg COD/l,Oct,0.0
Greenhouse Gas Emission,Anaerobic Wastewater: Summary,Anaerobic Wastewater: Summary,kg CH4,Oct,0.0
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor (DV),Coal Gas CO2 Conversion factor (DV),kgCO2/Mcal,Oct,0.639
Greenhouse Gas Emission,Coal Gas CO2 Conversion factor(YB),Coal Gas CO2 Conversion factor(YB),kgCO2/Mcal,Oct,0.0
Greenhouse Gas Emission,Total Coal Gas CO2 Conversion factor,Total Coal Gas CO2 Conversion factor,kgCO2/Mcal,Oct,0.639
Greenhouse Gas Emission,Total GHG Scope1-Coal (DV),Total GHG Scope1-Coal (DV),Ton CO2,Oct,7638.445
Greenhouse Gas Emission,Total GHG Scope1-Coal (YB),Total GHG Scope1-Coal (YB),Ton CO2,Oct,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal,Total GHG Scope1-Coal,Ton CO2,Oct,7638.445
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (DV),Total GHG Scope1-Coal Gas (DV),Ton CO2,Oct,8630.702
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas (YB),Total GHG Scope1-Coal Gas (YB),Ton CO2,Oct,0.0
Greenhouse Gas Emission,Total GHG Scope1-Coal Gas,Total GHG Scope1-Coal Gas,Ton CO2,Oct,8630.702
Greenhouse Gas Emission,Total GHG Scope2 (DV),Total GHG Scope2 (DV),Ton CO2,Oct,1411.086
Greenhouse Gas Emission,Total GHG Scope2 (YB),Total GHG Scope2 (YB),Ton CO2,Oct,0.0
Greenhouse Gas Emission,Total GHG Scope2,Total GHG Scope2,Ton CO2,Oct,1411.086
Greenhouse Gas Emission,Specific GHG Scope1-Coal (DV),Specific GHG Scope1-Coal (DV),kgCO2/ton,Oct,612.799
Greenhouse Gas Emission,Specific GHG Scope1-Coal (YB),Specific GHG Scope1-Coal (YB),kgCO2/ton,Oct,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal,Specific GHG Scope1-Coal,kgCO2/ton,Oct,612.799
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (DV),Specific GHG Scope1-Coal Gas (DV),kgCO2/ton,Oct,692.404
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas (YB),Specific GHG Scope1-Coal Gas (YB),kgCO2/ton,Oct,0.0
Greenhouse Gas Emission,Specific GHG Scope1-Coal Gas,Specific GHG Scope1-Coal Gas,kgCO2/ton,Oct,692.404
Greenhouse Gas Emission,Specific GHG Scope2 (DV),Specific GHG Scope2 (DV),kgCO2/ton,Oct,113.205
Greenhouse Gas Emission,Specific GHG Scope2 (YB),Specific GHG Scope2 (YB),kgCO2/ton,Oct,0.0
Greenhouse Gas Emission,Specific GHG Scope2,Specific GHG Scope2,kgCO2/ton,Oct,113.205
Greenhouse Gas Emission,Conversion Factor, Conversion Factor,Heat unit to GJ (Energy),Oct,0.0
Greenhouse Gas Emission,Coal/ Than,Coal/ Than,nan,Oct,0.0
Greenhouse Gas Emission,Lignite/Than non,Lignite/Than non,GJ/Ton,Oct,0.0
Greenhouse Gas Emission,Natural Gas,Natural Gas,GJ/MMBTU,Oct,0.0
Greenhouse Gas Emission,Co-generation (Heat),Co-generation (Heat),GJ/MMBTU,Oct,0.0
Greenhouse Gas Emission,LPG (Station),LPG (Station),GJ/kg,Oct,0.0
Greenhouse Gas Emission,LPG (Mobile),LPG (Mobile),nan,Oct,0.0
Greenhouse Gas Emission,Heavy fuel oil / Bunker oil,Heavy fuel oil / Bunker oil,GJ/Litre,Oct,0.0
Greenhouse Gas Emission,Diesel oil (Mobile),Diesel oil (Mobile),GJ/Litre,Oct,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station),nan,Oct,0.0
Greenhouse Gas Emission,Gasoline,Gasoline,GJ/Litre,Oct,0.0
Greenhouse Gas Emission,Steam,Steam,GJ/Ton,Oct,0.0
Greenhouse Gas Emission,Solid Biomass (Renewable Energy),Solid Biomass (Renewable Energy),GJ/kg,Oct,0.0
Greenhouse Gas Emission,Electricity,Electricity,GJ/MWh,Oct,0.0
Greenhouse Gas Emission,Co-generation (Power),Co-generation (Power),GJ/MWh,Oct,0.0
Greenhouse Gas Emission,Solar Cell (Renewable Energy),Solar Cell (Renewable Energy),GJ/MWh,Oct,0.0
Greenhouse Gas Emission,Acetylene,Acetylene,nan,Oct,0.0
Greenhouse Gas Emission,Calcium Carbonate ≥900OC (process),Calcium Carbonate ≥900OC (process),nan,Oct,0.0
Greenhouse Gas Emission,Average Flow of Anaerobic Wastewater,Average Flow of Anaerobic Wastewater,nan,Oct,0.0
Greenhouse Gas Emission,Diesel oil (Station),Diesel oil (Station)/ Dầu cho máy phát điện,Litre,Nov,5000.0
Greenhouse Gas Emission,Acetylene (Station),Acetylene (Station)/ Khí axetilen cho máy Oxi Axetilen,kg,Nov,0.0
