category,Stack No.,period,variable,unit,Sampling,value
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Apr,NOx Emission rate,kg/hr,2020-04-03,0.0609
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Apr,Operation Hour,hr,2020-04-03,720.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Apr,NOx Emission,kg,2020-04-03,43.848
Nox,"Biscuit Kiln Exhaust Stack 5, 6",May,Stack Temperature,๐C,2020-04-03,145.9
Nox,"Biscuit Kiln Exhaust Stack 5, 6",May,%Oxygen,%,2020-04-03,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",May,Gas Velocity,m/s,2020-04-03,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",May,Flow rate,m3/min,2020-04-03,175.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",May,NOx Emission Actual O2,mg/m3,2020-04-03,5.8
Nox,"Biscuit Kiln Exhaust Stack 5, 6",May,NOx Emission rate,kg/hr,2020-04-03,0.0609
Nox,"Biscuit Kiln Exhaust Stack 5, 6",May,Operation Hour,hr,2020-04-03,744.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",May,NOx Emission,kg,2020-04-03,45.3096
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jun,Stack Temperature,๐C,2020-06-08,117.5
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jun,%Oxygen,%,2020-06-08,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jun,Gas Velocity,m/s,2020-06-08,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jun,Flow rate,m3/min,2020-06-08,175.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jun,NOx Emission Actual O2,mg/m3,2020-06-08,68.3
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jun,NOx Emission rate,kg/hr,2020-06-08,0.71715
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jun,Operation Hour,hr,2020-06-08,720.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jun,NOx Emission,kg,2020-06-08,516.348
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jul,Stack Temperature,๐C,2020-06-08,117.5
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jul,%Oxygen,%,2020-06-08,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jul,Gas Velocity,m/s,2020-06-08,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jul,Flow rate,m3/min,2020-06-08,175.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jul,NOx Emission Actual O2,mg/m3,2020-06-08,68.3
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jul,NOx Emission rate,kg/hr,2020-06-08,0.71715
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jul,Operation Hour,hr,2020-06-08,744.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Jul,NOx Emission,kg,2020-06-08,533.5596
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Aug,Stack Temperature,๐C,2020-06-08,117.5
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Aug,%Oxygen,%,2020-06-08,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Aug,Gas Velocity,m/s,2020-06-08,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Aug,Flow rate,m3/min,2020-06-08,175.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Aug,NOx Emission Actual O2,mg/m3,2020-06-08,68.3
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Aug,NOx Emission rate,kg/hr,2020-06-08,0.71715
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Aug,Operation Hour,hr,2020-06-08,744.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Aug,NOx Emission,kg,2020-06-08,533.5596
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Sep,Stack Temperature,๐C,2020-06-08,117.5
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Sep,%Oxygen,%,2020-06-08,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Sep,Gas Velocity,m/s,2020-06-08,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Sep,Flow rate,m3/min,2020-06-08,175.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Sep,NOx Emission Actual O2,mg/m3,2020-06-08,68.3
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Sep,NOx Emission rate,kg/hr,2020-06-08,0.71715
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Sep,Operation Hour,hr,2020-06-08,720.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Sep,NOx Emission,kg,2020-06-08,516.348
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Oct,Stack Temperature,๐C,2020-08-20,118.6
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Oct,%Oxygen,%,2020-08-20,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Oct,Gas Velocity,m/s,2020-08-20,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Oct,Flow rate,m3/min,2020-08-20,194.1666667
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Oct,NOx Emission Actual O2,mg/m3,2020-08-20,70.4
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Oct,NOx Emission rate,kg/hr,2020-08-20,0.82016
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Oct,Operation Hour,hr,2020-08-20,744.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Oct,NOx Emission,kg,2020-08-20,610.19904
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Nov,Stack Temperature,๐C,2020-08-20,118.6
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Nov,%Oxygen,%,2020-08-20,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Nov,Gas Velocity,m/s,2020-08-20,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Nov,Flow rate,m3/min,2020-08-20,194.1666667
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Nov,NOx Emission Actual O2,mg/m3,2020-08-20,70.4
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Nov,NOx Emission rate,kg/hr,2020-08-20,0.82016
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Nov,Operation Hour,hr,2020-08-20,720.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Nov,NOx Emission,kg,2020-08-20,590.5152
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Dec,Stack Temperature,๐C,2020-08-20,118.6
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Dec,%Oxygen,%,2020-08-20,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Dec,Gas Velocity,m/s,2020-08-20,0.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Dec,Flow rate,m3/min,2020-08-20,194.1666667
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Dec,NOx Emission Actual O2,mg/m3,2020-08-20,70.4
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Dec,NOx Emission rate,kg/hr,2020-08-20,0.82016
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Dec,Operation Hour,hr,2020-08-20,744.0
Nox,"Biscuit Kiln Exhaust Stack 5, 6",Dec,NOx Emission,kg,2020-08-20,610.19904
Nox,Glaze Kiln Exhaust Stack No. 1,Jan,Diameter,m,2019-09-29,0.8
Nox,Glaze Kiln Exhaust Stack No. 1,Jan,Stack Temperature,๐C,2019-09-29,157.3
Nox,Glaze Kiln Exhaust Stack No. 1,Jan,%Oxygen,%,2019-09-29,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Jan,Gas Velocity,m/s,2019-09-29,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Jan,Flow rate,m3/min,2019-09-29,168.6666667
Nox,Glaze Kiln Exhaust Stack No. 1,Jan,NOx Emission Actual O2,mg/m3,2019-09-29,5.7
Nox,Glaze Kiln Exhaust Stack No. 1,Jan,NOx Emission rate,kg/hr,2019-09-29,0.057684
Nox,Glaze Kiln Exhaust Stack No. 1,Jan,Operation Hour,hr,2019-09-29,384.0
Nox,Glaze Kiln Exhaust Stack No. 1,Jan,NOx Emission,kg,2019-09-29,22.150656
Nox,Glaze Kiln Exhaust Stack No. 1,Feb,Stack Temperature,๐C,2019-09-29,157.3
Nox,Glaze Kiln Exhaust Stack No. 1,Feb,%Oxygen,%,2019-09-29,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Feb,Gas Velocity,m/s,2019-09-29,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Feb,Flow rate,m3/min,2019-09-29,168.6666667
Nox,Glaze Kiln Exhaust Stack No. 1,Feb,NOx Emission Actual O2,mg/m3,2019-09-29,5.7
Nox,Glaze Kiln Exhaust Stack No. 1,Feb,NOx Emission rate,kg/hr,2019-09-29,0.057684
Nox,Glaze Kiln Exhaust Stack No. 1,Feb,Operation Hour,hr,2019-09-29,328.0
Nox,Glaze Kiln Exhaust Stack No. 1,Feb,NOx Emission,kg,2019-09-29,18.920352
Nox,Glaze Kiln Exhaust Stack No. 1,Mar,Stack Temperature,๐C,2019-09-29,157.3
Nox,Glaze Kiln Exhaust Stack No. 1,Mar,%Oxygen,%,2019-09-29,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Mar,Gas Velocity,m/s,2019-09-29,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Mar,Flow rate,m3/min,2019-09-29,168.6666667
Nox,Glaze Kiln Exhaust Stack No. 1,Mar,NOx Emission Actual O2,mg/m3,2019-09-29,5.7
Nox,Glaze Kiln Exhaust Stack No. 1,Mar,NOx Emission rate,kg/hr,2019-09-29,0.057684
Nox,Glaze Kiln Exhaust Stack No. 1,Mar,Operation Hour,hr,2019-09-29,744.0
Nox,Glaze Kiln Exhaust Stack No. 1,Mar,NOx Emission,kg,2019-09-29,42.916896
Nox,Glaze Kiln Exhaust Stack No. 1,Apr,Stack Temperature,๐C,2020-04-03,152.3
Nox,Glaze Kiln Exhaust Stack No. 1,Apr,%Oxygen,%,2020-04-03,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Apr,Gas Velocity,m/s,2020-04-03,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Apr,Flow rate,m3/min,2020-04-03,178.3333333
Nox,Glaze Kiln Exhaust Stack No. 1,Apr,NOx Emission Actual O2,mg/m3,2020-04-03,6.0
Nox,Glaze Kiln Exhaust Stack No. 1,Apr,NOx Emission rate,kg/hr,2020-04-03,0.0642
Nox,Glaze Kiln Exhaust Stack No. 1,Apr,Operation Hour,hr,2020-04-03,720.0
Nox,Glaze Kiln Exhaust Stack No. 1,Apr,NOx Emission,kg,2020-04-03,46.224
Nox,Glaze Kiln Exhaust Stack No. 1,May,Stack Temperature,๐C,2020-04-03,152.3
Nox,Glaze Kiln Exhaust Stack No. 1,May,%Oxygen,%,2020-04-03,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,May,Gas Velocity,m/s,2020-04-03,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,May,Flow rate,m3/min,2020-04-03,178.3333333
Nox,Glaze Kiln Exhaust Stack No. 1,May,NOx Emission Actual O2,mg/m3,2020-04-03,6.0
Nox,Glaze Kiln Exhaust Stack No. 1,May,NOx Emission rate,kg/hr,2020-04-03,0.0642
Nox,Glaze Kiln Exhaust Stack No. 1,May,Operation Hour,hr,2020-04-03,744.0
Nox,Glaze Kiln Exhaust Stack No. 1,May,NOx Emission,kg,2020-04-03,47.7648
Nox,Glaze Kiln Exhaust Stack No. 1,Jun,Stack Temperature,๐C,2020-06-08,125.8
Nox,Glaze Kiln Exhaust Stack No. 1,Jun,%Oxygen,%,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Jun,Gas Velocity,m/s,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Jun,Flow rate,m3/min,2020-06-08,178.3333333
Nox,Glaze Kiln Exhaust Stack No. 1,Jun,NOx Emission Actual O2,mg/m3,2020-06-08,72.4
Nox,Glaze Kiln Exhaust Stack No. 1,Jun,NOx Emission rate,kg/hr,2020-06-08,0.77468
Nox,Glaze Kiln Exhaust Stack No. 1,Jun,Operation Hour,hr,2020-06-08,720.0
Nox,Glaze Kiln Exhaust Stack No. 1,Jun,NOx Emission,kg,2020-06-08,557.7696
Nox,Glaze Kiln Exhaust Stack No. 1,Jul,Stack Temperature,๐C,2020-06-08,125.8
Nox,Glaze Kiln Exhaust Stack No. 1,Jul,%Oxygen,%,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Jul,Gas Velocity,m/s,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Jul,Flow rate,m3/min,2020-06-08,178.3333333
Nox,Glaze Kiln Exhaust Stack No. 1,Jul,NOx Emission Actual O2,mg/m3,2020-06-08,72.4
Nox,Glaze Kiln Exhaust Stack No. 1,Jul,NOx Emission rate,kg/hr,2020-06-08,0.77468
Nox,Glaze Kiln Exhaust Stack No. 1,Jul,Operation Hour,hr,2020-06-08,744.0
Nox,Glaze Kiln Exhaust Stack No. 1,Jul,NOx Emission,kg,2020-06-08,576.36192
Nox,Glaze Kiln Exhaust Stack No. 1,Aug,Stack Temperature,๐C,2020-06-08,125.8
Nox,Glaze Kiln Exhaust Stack No. 1,Aug,%Oxygen,%,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Aug,Gas Velocity,m/s,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Aug,Flow rate,m3/min,2020-06-08,178.3333333
Nox,Glaze Kiln Exhaust Stack No. 1,Aug,NOx Emission Actual O2,mg/m3,2020-06-08,72.4
Nox,Glaze Kiln Exhaust Stack No. 1,Aug,NOx Emission rate,kg/hr,2020-06-08,0.77468
Nox,Glaze Kiln Exhaust Stack No. 1,Aug,Operation Hour,hr,2020-06-08,744.0
Nox,Glaze Kiln Exhaust Stack No. 1,Aug,NOx Emission,kg,2020-06-08,576.36192
Nox,Glaze Kiln Exhaust Stack No. 1,Sep,Stack Temperature,๐C,2020-06-08,125.8
Nox,Glaze Kiln Exhaust Stack No. 1,Sep,%Oxygen,%,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Sep,Gas Velocity,m/s,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Sep,Flow rate,m3/min,2020-06-08,178.3333333
Nox,Glaze Kiln Exhaust Stack No. 1,Sep,NOx Emission Actual O2,mg/m3,2020-06-08,72.4
Nox,Glaze Kiln Exhaust Stack No. 1,Sep,NOx Emission rate,kg/hr,2020-06-08,0.77468
Nox,Glaze Kiln Exhaust Stack No. 1,Sep,Operation Hour,hr,2020-06-08,720.0
Nox,Glaze Kiln Exhaust Stack No. 1,Sep,NOx Emission,kg,2020-06-08,557.7696
Nox,Glaze Kiln Exhaust Stack No. 1,Oct,Stack Temperature,๐C,2020-06-08,125.8
Nox,Glaze Kiln Exhaust Stack No. 1,Oct,%Oxygen,%,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Oct,Gas Velocity,m/s,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Oct,Flow rate,m3/min,2020-06-08,178.3333333
Nox,Glaze Kiln Exhaust Stack No. 1,Oct,NOx Emission Actual O2,mg/m3,2020-06-08,72.4
Nox,Glaze Kiln Exhaust Stack No. 1,Oct,NOx Emission rate,kg/hr,2020-06-08,0.77468
Nox,Glaze Kiln Exhaust Stack No. 1,Oct,Operation Hour,hr,2020-06-08,744.0
Nox,Glaze Kiln Exhaust Stack No. 1,Oct,NOx Emission,kg,2020-06-08,576.36192
Nox,Glaze Kiln Exhaust Stack No. 1,Nov,Stack Temperature,๐C,2020-06-08,125.8
Nox,Glaze Kiln Exhaust Stack No. 1,Nov,%Oxygen,%,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Nov,Gas Velocity,m/s,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Nov,Flow rate,m3/min,2020-06-08,178.3333333
Nox,Glaze Kiln Exhaust Stack No. 1,Nov,NOx Emission Actual O2,mg/m3,2020-06-08,72.4
Nox,Glaze Kiln Exhaust Stack No. 1,Nov,NOx Emission rate,kg/hr,2020-06-08,0.77468
Nox,Glaze Kiln Exhaust Stack No. 1,Nov,Operation Hour,hr,2020-06-08,720.0
Nox,Glaze Kiln Exhaust Stack No. 1,Nov,NOx Emission,kg,2020-06-08,557.7696
Nox,Glaze Kiln Exhaust Stack No. 1,Dec,Stack Temperature,๐C,2020-06-08,125.8
Nox,Glaze Kiln Exhaust Stack No. 1,Dec,%Oxygen,%,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Dec,Gas Velocity,m/s,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 1,Dec,Flow rate,m3/min,2020-06-08,178.3333333
Nox,Glaze Kiln Exhaust Stack No. 1,Dec,NOx Emission Actual O2,mg/m3,2020-06-08,72.4
Nox,Glaze Kiln Exhaust Stack No. 1,Dec,NOx Emission rate,kg/hr,2020-06-08,0.77468
Nox,Glaze Kiln Exhaust Stack No. 1,Dec,Operation Hour,hr,2020-06-08,744.0
Nox,Glaze Kiln Exhaust Stack No. 1,Dec,NOx Emission,kg,2020-06-08,576.36192
Nox,Glaze Kiln Exhaust Stack No. 2,Jan,Diameter,m,2019-09-29,0.8
Nox,Glaze Kiln Exhaust Stack No. 2,Jan,Stack Temperature,๐C,2019-09-29,124.3
Nox,Glaze Kiln Exhaust Stack No. 2,Jan,%Oxygen,%,2019-09-29,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Jan,Gas Velocity,m/s,2019-09-29,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Jan,Flow rate,m3/min,2019-09-29,141.5
Nox,Glaze Kiln Exhaust Stack No. 2,Jan,NOx Emission Actual O2,mg/m3,2019-09-29,5.5
Nox,Glaze Kiln Exhaust Stack No. 2,Jan,NOx Emission rate,kg/hr,2019-09-29,0.046695
Nox,Glaze Kiln Exhaust Stack No. 2,Jan,Operation Hour,hr,2019-09-29,384.0
Nox,Glaze Kiln Exhaust Stack No. 2,Jan,NOx Emission,kg,2019-09-29,17.93088
Nox,Glaze Kiln Exhaust Stack No. 2,Feb,Stack Temperature,๐C,2019-09-29,124.3
Nox,Glaze Kiln Exhaust Stack No. 2,Feb,%Oxygen,%,2019-09-29,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Feb,Gas Velocity,m/s,2019-09-29,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Feb,Flow rate,m3/min,2019-09-29,141.5
Nox,Glaze Kiln Exhaust Stack No. 2,Feb,NOx Emission Actual O2,mg/m3,2019-09-29,5.5
Nox,Glaze Kiln Exhaust Stack No. 2,Feb,NOx Emission rate,kg/hr,2019-09-29,0.046695
Nox,Glaze Kiln Exhaust Stack No. 2,Feb,Operation Hour,hr,2019-09-29,328.0
Nox,Glaze Kiln Exhaust Stack No. 2,Feb,NOx Emission,kg,2019-09-29,15.31596
Nox,Glaze Kiln Exhaust Stack No. 2,Mar,Stack Temperature,๐C,2019-09-29,124.3
Nox,Glaze Kiln Exhaust Stack No. 2,Mar,%Oxygen,%,2019-09-29,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Mar,Gas Velocity,m/s,2019-09-29,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Mar,Flow rate,m3/min,2019-09-29,141.5
Nox,Glaze Kiln Exhaust Stack No. 2,Mar,NOx Emission Actual O2,mg/m3,2019-09-29,5.5
Nox,Glaze Kiln Exhaust Stack No. 2,Mar,NOx Emission rate,kg/hr,2019-09-29,0.046695
Nox,Glaze Kiln Exhaust Stack No. 2,Mar,Operation Hour,hr,2019-09-29,744.0
Nox,Glaze Kiln Exhaust Stack No. 2,Mar,NOx Emission,kg,2019-09-29,34.74108
Nox,Glaze Kiln Exhaust Stack No. 2,Apr,Stack Temperature,๐C,2020-04-03,149.5
Nox,Glaze Kiln Exhaust Stack No. 2,Apr,%Oxygen,%,2020-04-03,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Apr,Gas Velocity,m/s,2020-04-03,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Apr,Flow rate,m3/min,2020-04-03,186.6666667
Nox,Glaze Kiln Exhaust Stack No. 2,Apr,NOx Emission Actual O2,mg/m3,2020-04-03,5.7
Nox,Glaze Kiln Exhaust Stack No. 2,Apr,NOx Emission rate,kg/hr,2020-04-03,0.06384
Nox,Glaze Kiln Exhaust Stack No. 2,Apr,Operation Hour,hr,2020-04-03,720.0
Nox,Glaze Kiln Exhaust Stack No. 2,Apr,NOx Emission,kg,2020-04-03,45.9648
Nox,Glaze Kiln Exhaust Stack No. 2,May,Stack Temperature,๐C,2020-04-03,149.5
Nox,Glaze Kiln Exhaust Stack No. 2,May,%Oxygen,%,2020-04-03,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,May,Gas Velocity,m/s,2020-04-03,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,May,Flow rate,m3/min,2020-04-03,186.6666667
Nox,Glaze Kiln Exhaust Stack No. 2,May,NOx Emission Actual O2,mg/m3,2020-04-03,5.7
Nox,Glaze Kiln Exhaust Stack No. 2,May,NOx Emission rate,kg/hr,2020-04-03,0.06384
Nox,Glaze Kiln Exhaust Stack No. 2,May,Operation Hour,hr,2020-04-03,744.0
Nox,Glaze Kiln Exhaust Stack No. 2,May,NOx Emission,kg,2020-04-03,47.49696
Nox,Glaze Kiln Exhaust Stack No. 2,Jun,Stack Temperature,๐C,2020-06-08,105.7
Nox,Glaze Kiln Exhaust Stack No. 2,Jun,%Oxygen,%,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Jun,Gas Velocity,m/s,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Jun,Flow rate,m3/min,2020-06-08,186.6666667
Nox,Glaze Kiln Exhaust Stack No. 2,Jun,NOx Emission Actual O2,mg/m3,2020-06-08,74.5
Nox,Glaze Kiln Exhaust Stack No. 2,Jun,NOx Emission rate,kg/hr,2020-06-08,0.8344
Nox,Glaze Kiln Exhaust Stack No. 2,Jun,Operation Hour,hr,2020-06-08,720.0
Nox,Glaze Kiln Exhaust Stack No. 2,Jun,NOx Emission,kg,2020-06-08,600.768
Nox,Glaze Kiln Exhaust Stack No. 2,Jul,Stack Temperature,๐C,2020-06-08,105.7
Nox,Glaze Kiln Exhaust Stack No. 2,Jul,%Oxygen,%,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Jul,Gas Velocity,m/s,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Jul,Flow rate,m3/min,2020-06-08,186.6666667
Nox,Glaze Kiln Exhaust Stack No. 2,Jul,NOx Emission Actual O2,mg/m3,2020-06-08,74.5
Nox,Glaze Kiln Exhaust Stack No. 2,Jul,NOx Emission rate,kg/hr,2020-06-08,0.8344
Nox,Glaze Kiln Exhaust Stack No. 2,Jul,Operation Hour,hr,2020-06-08,744.0
Nox,Glaze Kiln Exhaust Stack No. 2,Jul,NOx Emission,kg,2020-06-08,620.7936
Nox,Glaze Kiln Exhaust Stack No. 2,Aug,Stack Temperature,๐C,2020-06-08,105.7
Nox,Glaze Kiln Exhaust Stack No. 2,Aug,%Oxygen,%,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Aug,Gas Velocity,m/s,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Aug,Flow rate,m3/min,2020-06-08,186.6666667
Nox,Glaze Kiln Exhaust Stack No. 2,Aug,NOx Emission Actual O2,mg/m3,2020-06-08,74.5
Nox,Glaze Kiln Exhaust Stack No. 2,Aug,NOx Emission rate,kg/hr,2020-06-08,0.8344
Nox,Glaze Kiln Exhaust Stack No. 2,Aug,Operation Hour,hr,2020-06-08,744.0
Nox,Glaze Kiln Exhaust Stack No. 2,Aug,NOx Emission,kg,2020-06-08,620.7936
Nox,Glaze Kiln Exhaust Stack No. 2,Sep,Stack Temperature,๐C,2020-06-08,105.7
Nox,Glaze Kiln Exhaust Stack No. 2,Sep,%Oxygen,%,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Sep,Gas Velocity,m/s,2020-06-08,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Sep,Flow rate,m3/min,2020-06-08,186.6666667
Nox,Glaze Kiln Exhaust Stack No. 2,Sep,NOx Emission Actual O2,mg/m3,2020-06-08,74.5
Nox,Glaze Kiln Exhaust Stack No. 2,Sep,NOx Emission rate,kg/hr,2020-06-08,0.8344
Nox,Glaze Kiln Exhaust Stack No. 2,Sep,Operation Hour,hr,2020-06-08,720.0
Nox,Glaze Kiln Exhaust Stack No. 2,Sep,NOx Emission,kg,2020-06-08,600.768
Nox,Glaze Kiln Exhaust Stack No. 2,Oct,Stack Temperature,๐C,2020-08-20,124.7
Nox,Glaze Kiln Exhaust Stack No. 2,Oct,%Oxygen,%,2020-08-20,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Oct,Gas Velocity,m/s,2020-08-20,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Oct,Flow rate,m3/min,2020-08-20,155.6666667
Nox,Glaze Kiln Exhaust Stack No. 2,Oct,NOx Emission Actual O2,mg/m3,2020-08-20,70.7
Nox,Glaze Kiln Exhaust Stack No. 2,Oct,NOx Emission rate,kg/hr,2020-08-20,0.660338
Nox,Glaze Kiln Exhaust Stack No. 2,Oct,Operation Hour,hr,2020-08-20,744.0
Nox,Glaze Kiln Exhaust Stack No. 2,Oct,NOx Emission,kg,2020-08-20,491.291472
Nox,Glaze Kiln Exhaust Stack No. 2,Nov,Stack Temperature,๐C,2020-08-20,124.7
Nox,Glaze Kiln Exhaust Stack No. 2,Nov,%Oxygen,%,2020-08-20,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Nov,Gas Velocity,m/s,2020-08-20,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Nov,Flow rate,m3/min,2020-08-20,155.6666667
Nox,Glaze Kiln Exhaust Stack No. 2,Nov,NOx Emission Actual O2,mg/m3,2020-08-20,70.7
Nox,Glaze Kiln Exhaust Stack No. 2,Nov,NOx Emission rate,kg/hr,2020-08-20,0.660338
Nox,Glaze Kiln Exhaust Stack No. 2,Nov,Operation Hour,hr,2020-08-20,720.0
Nox,Glaze Kiln Exhaust Stack No. 2,Nov,NOx Emission,kg,2020-08-20,475.44336
Nox,Glaze Kiln Exhaust Stack No. 2,Dec,Stack Temperature,๐C,2020-08-20,124.7
Nox,Glaze Kiln Exhaust Stack No. 2,Dec,%Oxygen,%,2020-08-20,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Dec,Gas Velocity,m/s,2020-08-20,0.0
Nox,Glaze Kiln Exhaust Stack No. 2,Dec,Flow rate,m3/min,2020-08-20,155.6666667
Nox,Glaze Kiln Exhaust Stack No. 2,Dec,NOx Emission Actual O2,mg/m3,2020-08-20,70.7
Nox,Glaze Kiln Exhaust Stack No. 2,Dec,NOx Emission rate,kg/hr,2020-08-20,0.660338
Nox,Glaze Kiln Exhaust Stack No. 2,Dec,Operation Hour,hr,2020-08-20,744.0
Nox,Glaze Kiln Exhaust Stack No. 2,Dec,NOx Emission,kg,2020-08-20,491.291472
Nox,Glaze Kiln Exhaust Stack No. 3,Jan,Diameter,m,2019-09-29,0.8
Nox,Glaze Kiln Exhaust Stack No. 3,Jan,Stack Temperature,๐C,2019-09-29,117.7
