category,Stack No.,period,variable,unit,Sampling,value
Dust,Glaze Kiln Exhaust Stack No. 3,Jan,Stack Temperature,๐C,2019-09-29,117.7
Dust,Glaze Kiln Exhaust Stack No. 3,Jan,%Oxygen,%,2019-09-29,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jan,Gas Velocity,m/s,2019-09-29,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jan,Flow rate,m3/min,2019-09-29,138.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jan,Dust Emission Actual O2,mg/m3,2019-09-29,52.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jan,Dust Emission rate,kg/hr,2019-09-29,0.43056
Dust,Glaze Kiln Exhaust Stack No. 3,Jan,Operation Hour,hr,2019-09-29,416.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jan,Dust Emission,kg,2019-09-29,179.11296
Dust,Glaze Kiln Exhaust Stack No. 3,Feb,Stack Temperature,๐C,2019-09-29,117.7
Dust,Glaze Kiln Exhaust Stack No. 3,Feb,%Oxygen,%,2019-09-29,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Feb,Gas Velocity,m/s,2019-09-29,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Feb,Flow rate,m3/min,2019-09-29,138.0
Dust,Glaze Kiln Exhaust Stack No. 3,Feb,Dust Emission Actual O2,mg/m3,2019-09-29,52.0
Dust,Glaze Kiln Exhaust Stack No. 3,Feb,Dust Emission rate,kg/hr,2019-09-29,0.43056
Dust,Glaze Kiln Exhaust Stack No. 3,Feb,Operation Hour,hr,2019-09-29,448.0
Dust,Glaze Kiln Exhaust Stack No. 3,Feb,Dust Emission,kg,2019-09-29,192.89088
Dust,Glaze Kiln Exhaust Stack No. 3,Mar,Stack Temperature,๐C,2019-09-29,117.7
Dust,Glaze Kiln Exhaust Stack No. 3,Mar,%Oxygen,%,2019-09-29,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Mar,Gas Velocity,m/s,2019-09-29,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Mar,Flow rate,m3/min,2019-09-29,138.0
Dust,Glaze Kiln Exhaust Stack No. 3,Mar,Dust Emission Actual O2,mg/m3,2019-09-29,52.0
Dust,Glaze Kiln Exhaust Stack No. 3,Mar,Dust Emission rate,kg/hr,2019-09-29,0.43056
Dust,Glaze Kiln Exhaust Stack No. 3,Mar,Operation Hour,hr,2019-09-29,744.0
Dust,Glaze Kiln Exhaust Stack No. 3,Mar,Dust Emission,kg,2019-09-29,320.33664
Dust,Glaze Kiln Exhaust Stack No. 3,Apr,Stack Temperature,๐C,2020-04-03,147.9
Dust,Glaze Kiln Exhaust Stack No. 3,Apr,%Oxygen,%,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Apr,Gas Velocity,m/s,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Apr,Flow rate,m3/min,2020-04-03,165.0
Dust,Glaze Kiln Exhaust Stack No. 3,Apr,Dust Emission Actual O2,mg/m3,2020-04-03,49.6
Dust,Glaze Kiln Exhaust Stack No. 3,Apr,Dust Emission rate,kg/hr,2020-04-03,0.49104
Dust,Glaze Kiln Exhaust Stack No. 3,Apr,Operation Hour,hr,2020-04-03,720.0
Dust,Glaze Kiln Exhaust Stack No. 3,Apr,Dust Emission,kg,2020-04-03,353.5488
Dust,Glaze Kiln Exhaust Stack No. 3,May,Stack Temperature,๐C,2020-04-03,147.9
Dust,Glaze Kiln Exhaust Stack No. 3,May,%Oxygen,%,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,May,Gas Velocity,m/s,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,May,Flow rate,m3/min,2020-04-03,165.0
Dust,Glaze Kiln Exhaust Stack No. 3,May,Dust Emission Actual O2,mg/m3,2020-04-03,49.6
Dust,Glaze Kiln Exhaust Stack No. 3,May,Dust Emission rate,kg/hr,2020-04-03,0.49104
Dust,Glaze Kiln Exhaust Stack No. 3,May,Operation Hour,hr,2020-04-03,744.0
Dust,Glaze Kiln Exhaust Stack No. 3,May,Dust Emission,kg,2020-04-03,365.33376
Dust,Glaze Kiln Exhaust Stack No. 3,Jun,Stack Temperature,๐C,2020-04-03,147.9
Dust,Glaze Kiln Exhaust Stack No. 3,Jun,%Oxygen,%,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jun,Gas Velocity,m/s,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jun,Flow rate,m3/min,2020-04-03,165.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jun,Dust Emission Actual O2,mg/m3,2020-04-03,49.6
Dust,Glaze Kiln Exhaust Stack No. 3,Jun,Dust Emission rate,kg/hr,2020-04-03,0.49104
Dust,Glaze Kiln Exhaust Stack No. 3,Jun,Operation Hour,hr,2020-04-03,720.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jun,Dust Emission,kg,2020-04-03,353.5488
Dust,Glaze Kiln Exhaust Stack No. 3,Jul,Stack Temperature,๐C,2020-04-03,147.9
Dust,Glaze Kiln Exhaust Stack No. 3,Jul,%Oxygen,%,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jul,Gas Velocity,m/s,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jul,Flow rate,m3/min,2020-04-03,165.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jul,Dust Emission Actual O2,mg/m3,2020-04-03,49.6
Dust,Glaze Kiln Exhaust Stack No. 3,Jul,Dust Emission rate,kg/hr,2020-04-03,0.49104
Dust,Glaze Kiln Exhaust Stack No. 3,Jul,Operation Hour,hr,2020-04-03,744.0
Dust,Glaze Kiln Exhaust Stack No. 3,Jul,Dust Emission,kg,2020-04-03,365.33376
Dust,Glaze Kiln Exhaust Stack No. 3,Aug,Stack Temperature,๐C,2020-04-03,147.9
Dust,Glaze Kiln Exhaust Stack No. 3,Aug,%Oxygen,%,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Aug,Gas Velocity,m/s,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Aug,Flow rate,m3/min,2020-04-03,165.0
Dust,Glaze Kiln Exhaust Stack No. 3,Aug,Dust Emission Actual O2,mg/m3,2020-04-03,49.6
Dust,Glaze Kiln Exhaust Stack No. 3,Aug,Dust Emission rate,kg/hr,2020-04-03,0.49104
Dust,Glaze Kiln Exhaust Stack No. 3,Aug,Operation Hour,hr,2020-04-03,744.0
Dust,Glaze Kiln Exhaust Stack No. 3,Aug,Dust Emission,kg,2020-04-03,365.33376
Dust,Glaze Kiln Exhaust Stack No. 3,Sep,Stack Temperature,๐C,2020-04-03,147.9
Dust,Glaze Kiln Exhaust Stack No. 3,Sep,%Oxygen,%,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Sep,Gas Velocity,m/s,2020-04-03,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Sep,Flow rate,m3/min,2020-04-03,165.0
Dust,Glaze Kiln Exhaust Stack No. 3,Sep,Dust Emission Actual O2,mg/m3,2020-04-03,49.6
Dust,Glaze Kiln Exhaust Stack No. 3,Sep,Dust Emission rate,kg/hr,2020-04-03,0.49104
Dust,Glaze Kiln Exhaust Stack No. 3,Sep,Operation Hour,hr,2020-04-03,720.0
Dust,Glaze Kiln Exhaust Stack No. 3,Sep,Dust Emission,kg,2020-04-03,353.5488
Dust,Glaze Kiln Exhaust Stack No. 3,Oct,Stack Temperature,๐C,2020-08-20,107.8
Dust,Glaze Kiln Exhaust Stack No. 3,Oct,%Oxygen,%,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Oct,Gas Velocity,m/s,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Oct,Flow rate,m3/min,2020-08-20,202.3333333
Dust,Glaze Kiln Exhaust Stack No. 3,Oct,Dust Emission Actual O2,mg/m3,2020-08-20,47.9
Dust,Glaze Kiln Exhaust Stack No. 3,Oct,Dust Emission rate,kg/hr,2020-08-20,0.581506
Dust,Glaze Kiln Exhaust Stack No. 3,Oct,Operation Hour,hr,2020-08-20,744.0
Dust,Glaze Kiln Exhaust Stack No. 3,Oct,Dust Emission,kg,2020-08-20,432.640464
Dust,Glaze Kiln Exhaust Stack No. 3,Nov,Stack Temperature,๐C,2020-08-20,107.8
Dust,Glaze Kiln Exhaust Stack No. 3,Nov,%Oxygen,%,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Nov,Gas Velocity,m/s,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Nov,Flow rate,m3/min,2020-08-20,202.3333333
Dust,Glaze Kiln Exhaust Stack No. 3,Nov,Dust Emission Actual O2,mg/m3,2020-08-20,47.9
Dust,Glaze Kiln Exhaust Stack No. 3,Nov,Dust Emission rate,kg/hr,2020-08-20,0.581506
Dust,Glaze Kiln Exhaust Stack No. 3,Nov,Operation Hour,hr,2020-08-20,720.0
Dust,Glaze Kiln Exhaust Stack No. 3,Nov,Dust Emission,kg,2020-08-20,418.68432
Dust,Glaze Kiln Exhaust Stack No. 3,Dec,Stack Temperature,๐C,2020-08-20,107.8
Dust,Glaze Kiln Exhaust Stack No. 3,Dec,%Oxygen,%,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Dec,Gas Velocity,m/s,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 3,Dec,Flow rate,m3/min,2020-08-20,202.3333333
Dust,Glaze Kiln Exhaust Stack No. 3,Dec,Dust Emission Actual O2,mg/m3,2020-08-20,47.9
Dust,Glaze Kiln Exhaust Stack No. 3,Dec,Dust Emission rate,kg/hr,2020-08-20,0.581506
Dust,Glaze Kiln Exhaust Stack No. 3,Dec,Operation Hour,hr,2020-08-20,744.0
Dust,Glaze Kiln Exhaust Stack No. 3,Dec,Dust Emission,kg,2020-08-20,432.640464
Dust,Glaze Kiln Exhaust Stack No. 4,Jan,Diameter,m,2019-12-02,0.8
Dust,Glaze Kiln Exhaust Stack No. 4,Jan,Stack Temperature,๐C,2019-12-02,150.4
Dust,Glaze Kiln Exhaust Stack No. 4,Jan,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Jan,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Jan,Flow rate,m3/min,2019-12-02,177.5
Dust,Glaze Kiln Exhaust Stack No. 4,Jan,Dust Emission Actual O2,mg/m3,2019-12-02,51.0
Dust,Glaze Kiln Exhaust Stack No. 4,Jan,Dust Emission rate,kg/hr,2019-12-02,0.54315
Dust,Glaze Kiln Exhaust Stack No. 4,Jan,Operation Hour,hr,2019-12-02,416.0
Dust,Glaze Kiln Exhaust Stack No. 4,Jan,Dust Emission,kg,2019-12-02,225.9504
Dust,Glaze Kiln Exhaust Stack No. 4,Feb,Stack Temperature,๐C,2019-12-02,150.4
Dust,Glaze Kiln Exhaust Stack No. 4,Feb,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Feb,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Feb,Flow rate,m3/min,2019-12-02,177.5
Dust,Glaze Kiln Exhaust Stack No. 4,Feb,Dust Emission Actual O2,mg/m3,2019-12-02,51.0
Dust,Glaze Kiln Exhaust Stack No. 4,Feb,Dust Emission rate,kg/hr,2019-12-02,0.54315
Dust,Glaze Kiln Exhaust Stack No. 4,Feb,Operation Hour,hr,2019-12-02,448.0
Dust,Glaze Kiln Exhaust Stack No. 4,Feb,Dust Emission,kg,2019-12-02,243.3312
Dust,Glaze Kiln Exhaust Stack No. 4,Mar,Stack Temperature,๐C,2019-12-02,150.4
Dust,Glaze Kiln Exhaust Stack No. 4,Mar,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Mar,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Mar,Flow rate,m3/min,2019-12-02,177.5
Dust,Glaze Kiln Exhaust Stack No. 4,Mar,Dust Emission Actual O2,mg/m3,2019-12-02,51.0
Dust,Glaze Kiln Exhaust Stack No. 4,Mar,Dust Emission rate,kg/hr,2019-12-02,0.54315
Dust,Glaze Kiln Exhaust Stack No. 4,Mar,Operation Hour,hr,2019-12-02,744.0
Dust,Glaze Kiln Exhaust Stack No. 4,Mar,Dust Emission,kg,2019-12-02,404.1036
Dust,Glaze Kiln Exhaust Stack No. 4,Apr,Stack Temperature,๐C,2019-12-02,150.4
Dust,Glaze Kiln Exhaust Stack No. 4,Apr,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Apr,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Apr,Flow rate,m3/min,2019-12-02,177.5
Dust,Glaze Kiln Exhaust Stack No. 4,Apr,Dust Emission Actual O2,mg/m3,2019-12-02,51.0
Dust,Glaze Kiln Exhaust Stack No. 4,Apr,Dust Emission rate,kg/hr,2019-12-02,0.54315
Dust,Glaze Kiln Exhaust Stack No. 4,Apr,Operation Hour,hr,2019-12-02,720.0
Dust,Glaze Kiln Exhaust Stack No. 4,Apr,Dust Emission,kg,2019-12-02,391.068
Dust,Glaze Kiln Exhaust Stack No. 4,May,Stack Temperature,๐C,2019-12-02,150.4
Dust,Glaze Kiln Exhaust Stack No. 4,May,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,May,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,May,Flow rate,m3/min,2019-12-02,177.5
Dust,Glaze Kiln Exhaust Stack No. 4,May,Dust Emission Actual O2,mg/m3,2019-12-02,51.0
Dust,Glaze Kiln Exhaust Stack No. 4,May,Dust Emission rate,kg/hr,2019-12-02,0.54315
Dust,Glaze Kiln Exhaust Stack No. 4,May,Operation Hour,hr,2019-12-02,744.0
Dust,Glaze Kiln Exhaust Stack No. 4,May,Dust Emission,kg,2019-12-02,404.1036
Dust,Glaze Kiln Exhaust Stack No. 4,Jun,Stack Temperature,๐C,2019-12-02,150.4
Dust,Glaze Kiln Exhaust Stack No. 4,Jun,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Jun,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Jun,Flow rate,m3/min,2019-12-02,177.5
Dust,Glaze Kiln Exhaust Stack No. 4,Jun,Dust Emission Actual O2,mg/m3,2019-12-02,51.0
Dust,Glaze Kiln Exhaust Stack No. 4,Jun,Dust Emission rate,kg/hr,2019-12-02,0.54315
Dust,Glaze Kiln Exhaust Stack No. 4,Jun,Operation Hour,hr,2019-12-02,720.0
Dust,Glaze Kiln Exhaust Stack No. 4,Jun,Dust Emission,kg,2019-12-02,391.068
Dust,Glaze Kiln Exhaust Stack No. 4,Jul,Stack Temperature,๐C,2019-12-02,150.4
Dust,Glaze Kiln Exhaust Stack No. 4,Jul,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Jul,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Jul,Flow rate,m3/min,2019-12-02,177.5
Dust,Glaze Kiln Exhaust Stack No. 4,Jul,Dust Emission Actual O2,mg/m3,2019-12-02,51.0
Dust,Glaze Kiln Exhaust Stack No. 4,Jul,Dust Emission rate,kg/hr,2019-12-02,0.54315
Dust,Glaze Kiln Exhaust Stack No. 4,Jul,Operation Hour,hr,2019-12-02,744.0
Dust,Glaze Kiln Exhaust Stack No. 4,Jul,Dust Emission,kg,2019-12-02,404.1036
Dust,Glaze Kiln Exhaust Stack No. 4,Aug,Stack Temperature,๐C,2019-12-02,150.4
Dust,Glaze Kiln Exhaust Stack No. 4,Aug,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Aug,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Aug,Flow rate,m3/min,2019-12-02,177.5
Dust,Glaze Kiln Exhaust Stack No. 4,Aug,Dust Emission Actual O2,mg/m3,2019-12-02,51.0
Dust,Glaze Kiln Exhaust Stack No. 4,Aug,Dust Emission rate,kg/hr,2019-12-02,0.54315
Dust,Glaze Kiln Exhaust Stack No. 4,Aug,Operation Hour,hr,2019-12-02,744.0
Dust,Glaze Kiln Exhaust Stack No. 4,Aug,Dust Emission,kg,2019-12-02,404.1036
Dust,Glaze Kiln Exhaust Stack No. 4,Sep,Stack Temperature,๐C,2019-12-02,150.4
Dust,Glaze Kiln Exhaust Stack No. 4,Sep,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Sep,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Sep,Flow rate,m3/min,2019-12-02,177.5
Dust,Glaze Kiln Exhaust Stack No. 4,Sep,Dust Emission Actual O2,mg/m3,2019-12-02,51.0
Dust,Glaze Kiln Exhaust Stack No. 4,Sep,Dust Emission rate,kg/hr,2019-12-02,0.54315
Dust,Glaze Kiln Exhaust Stack No. 4,Sep,Operation Hour,hr,2019-12-02,48.0
Dust,Glaze Kiln Exhaust Stack No. 4,Sep,Dust Emission,kg,2019-12-02,26.0712
Dust,Glaze Kiln Exhaust Stack No. 4,Oct,Stack Temperature,๐C,2020-08-20,111.4
Dust,Glaze Kiln Exhaust Stack No. 4,Oct,%Oxygen,%,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Oct,Gas Velocity,m/s,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Oct,Flow rate,m3/min,2020-08-20,174.1666667
Dust,Glaze Kiln Exhaust Stack No. 4,Oct,Dust Emission Actual O2,mg/m3,2020-08-20,46.2
Dust,Glaze Kiln Exhaust Stack No. 4,Oct,Dust Emission rate,kg/hr,2020-08-20,0.48279
Dust,Glaze Kiln Exhaust Stack No. 4,Oct,Operation Hour,hr,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Oct,Dust Emission,kg,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Nov,Stack Temperature,๐C,2020-08-20,111.4
Dust,Glaze Kiln Exhaust Stack No. 4,Nov,%Oxygen,%,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Nov,Gas Velocity,m/s,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Nov,Flow rate,m3/min,2020-08-20,174.1666667
Dust,Glaze Kiln Exhaust Stack No. 4,Nov,Dust Emission Actual O2,mg/m3,2020-08-20,46.2
Dust,Glaze Kiln Exhaust Stack No. 4,Nov,Dust Emission rate,kg/hr,2020-08-20,0.48279
Dust,Glaze Kiln Exhaust Stack No. 4,Nov,Operation Hour,hr,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Nov,Dust Emission,kg,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Dec,Stack Temperature,๐C,2020-08-20,111.4
Dust,Glaze Kiln Exhaust Stack No. 4,Dec,%Oxygen,%,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Dec,Gas Velocity,m/s,2020-08-20,0.0
Dust,Glaze Kiln Exhaust Stack No. 4,Dec,Flow rate,m3/min,2020-08-20,174.1666667
Dust,Glaze Kiln Exhaust Stack No. 4,Dec,Dust Emission Actual O2,mg/m3,2020-08-20,46.2
Dust,Glaze Kiln Exhaust Stack No. 4,Dec,Dust Emission rate,kg/hr,2020-08-20,0.48279
Dust,Glaze Kiln Exhaust Stack No. 4,Dec,Operation Hour,hr,2020-08-20,624.0
Dust,Glaze Kiln Exhaust Stack No. 4,Dec,Dust Emission,kg,2020-08-20,301.26096
Dust,Glaze Kiln Exhaust Stack No. 5,Jan,Diameter,m,2019-12-02,0.8
Dust,Glaze Kiln Exhaust Stack No. 5,Jan,Stack Temperature,๐C,2019-12-02,120.1
Dust,Glaze Kiln Exhaust Stack No. 5,Jan,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Jan,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Jan,Flow rate,m3/min,2019-12-02,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 5,Jan,Dust Emission Actual O2,mg/m3,2019-12-02,52.5
Dust,Glaze Kiln Exhaust Stack No. 5,Jan,Dust Emission rate,kg/hr,2019-12-02,0.56175
Dust,Glaze Kiln Exhaust Stack No. 5,Jan,Operation Hour,hr,2019-12-02,424.0
Dust,Glaze Kiln Exhaust Stack No. 5,Jan,Dust Emission,kg,2019-12-02,238.182
Dust,Glaze Kiln Exhaust Stack No. 5,Feb,Stack Temperature,๐C,2019-12-02,120.1
Dust,Glaze Kiln Exhaust Stack No. 5,Feb,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Feb,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Feb,Flow rate,m3/min,2019-12-02,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 5,Feb,Dust Emission Actual O2,mg/m3,2019-12-02,52.5
Dust,Glaze Kiln Exhaust Stack No. 5,Feb,Dust Emission rate,kg/hr,2019-12-02,0.56175
Dust,Glaze Kiln Exhaust Stack No. 5,Feb,Operation Hour,hr,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Feb,Dust Emission,kg,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Mar,Stack Temperature,๐C,2019-12-02,120.1
Dust,Glaze Kiln Exhaust Stack No. 5,Mar,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Mar,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Mar,Flow rate,m3/min,2019-12-02,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 5,Mar,Dust Emission Actual O2,mg/m3,2019-12-02,52.5
Dust,Glaze Kiln Exhaust Stack No. 5,Mar,Dust Emission rate,kg/hr,2019-12-02,0.56175
Dust,Glaze Kiln Exhaust Stack No. 5,Mar,Operation Hour,hr,2019-12-02,624.0
Dust,Glaze Kiln Exhaust Stack No. 5,Mar,Dust Emission,kg,2019-12-02,350.532
Dust,Glaze Kiln Exhaust Stack No. 5,Apr,Stack Temperature,๐C,2019-12-02,120.1
Dust,Glaze Kiln Exhaust Stack No. 5,Apr,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Apr,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Apr,Flow rate,m3/min,2019-12-02,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 5,Apr,Dust Emission Actual O2,mg/m3,2019-12-02,52.5
Dust,Glaze Kiln Exhaust Stack No. 5,Apr,Dust Emission rate,kg/hr,2019-12-02,0.56175
Dust,Glaze Kiln Exhaust Stack No. 5,Apr,Operation Hour,hr,2019-12-02,102.0
Dust,Glaze Kiln Exhaust Stack No. 5,Apr,Dust Emission,kg,2019-12-02,57.2985
Dust,Glaze Kiln Exhaust Stack No. 5,May,Stack Temperature,๐C,2019-12-02,120.1
Dust,Glaze Kiln Exhaust Stack No. 5,May,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,May,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,May,Flow rate,m3/min,2019-12-02,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 5,May,Dust Emission Actual O2,mg/m3,2019-12-02,52.5
Dust,Glaze Kiln Exhaust Stack No. 5,May,Dust Emission rate,kg/hr,2019-12-02,0.56175
Dust,Glaze Kiln Exhaust Stack No. 5,May,Operation Hour,hr,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,May,Dust Emission,kg,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Jun,Stack Temperature,๐C,2019-12-02,120.1
Dust,Glaze Kiln Exhaust Stack No. 5,Jun,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Jun,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Jun,Flow rate,m3/min,2019-12-02,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 5,Jun,Dust Emission Actual O2,mg/m3,2019-12-02,52.5
Dust,Glaze Kiln Exhaust Stack No. 5,Jun,Dust Emission rate,kg/hr,2019-12-02,0.56175
Dust,Glaze Kiln Exhaust Stack No. 5,Jun,Operation Hour,hr,2019-12-02,408.0
Dust,Glaze Kiln Exhaust Stack No. 5,Jun,Dust Emission,kg,2019-12-02,229.194
Dust,Glaze Kiln Exhaust Stack No. 5,Jul,Stack Temperature,๐C,2019-12-02,120.1
Dust,Glaze Kiln Exhaust Stack No. 5,Jul,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Jul,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Jul,Flow rate,m3/min,2019-12-02,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 5,Jul,Dust Emission Actual O2,mg/m3,2019-12-02,52.5
Dust,Glaze Kiln Exhaust Stack No. 5,Jul,Dust Emission rate,kg/hr,2019-12-02,0.56175
Dust,Glaze Kiln Exhaust Stack No. 5,Jul,Operation Hour,hr,2019-12-02,696.0
Dust,Glaze Kiln Exhaust Stack No. 5,Jul,Dust Emission,kg,2019-12-02,390.978
Dust,Glaze Kiln Exhaust Stack No. 5,Aug,Stack Temperature,๐C,2019-12-02,120.1
Dust,Glaze Kiln Exhaust Stack No. 5,Aug,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Aug,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Aug,Flow rate,m3/min,2019-12-02,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 5,Aug,Dust Emission Actual O2,mg/m3,2019-12-02,52.5
Dust,Glaze Kiln Exhaust Stack No. 5,Aug,Dust Emission rate,kg/hr,2019-12-02,0.56175
Dust,Glaze Kiln Exhaust Stack No. 5,Aug,Operation Hour,hr,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Aug,Dust Emission,kg,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Sep,Stack Temperature,๐C,2019-12-02,120.1
Dust,Glaze Kiln Exhaust Stack No. 5,Sep,%Oxygen,%,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Sep,Gas Velocity,m/s,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Sep,Flow rate,m3/min,2019-12-02,178.3333333
Dust,Glaze Kiln Exhaust Stack No. 5,Sep,Dust Emission Actual O2,mg/m3,2019-12-02,52.5
Dust,Glaze Kiln Exhaust Stack No. 5,Sep,Dust Emission rate,kg/hr,2019-12-02,0.56175
Dust,Glaze Kiln Exhaust Stack No. 5,Sep,Operation Hour,hr,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Sep,Dust Emission,kg,2019-12-02,0.0
Dust,Glaze Kiln Exhaust Stack No. 5,Oct,Stack Temperature,๐C,2019-12-02,120.1
